S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
131,Curfew remains in force for third day in Leh town,Hindu,https://www.thehindu.com/news/national/ladakh/curfew-remains-in-force-for-third-day-in-leh-town/article70096733.ece,National,curfew remains force third day leh town,Neutral
132,"Botanical Survey of India gets a new director, the first mycologist to head the institute",Hindu,https://www.thehindu.com/news/cities/kolkata/botanical-survey-of-india-gets-a-new-director-the-first-mycologist-to-head-the-institute/article70094199.ece,National,botanical survey india gets new director first mycologist head institute,Positive
133,West Bengal school jobs case: Calcutta High Court grants bail to former Minister Partha Chatterjee,Hindu,https://www.thehindu.com/news/national/west-bengal/west-bengal-school-jobs-case-calcutta-high-court-grants-bail-to-former-minister-partha-chatterjee/article70096624.ece,National,west bengal school jobs case calcutta high court grants bail former minister partha chatterjee,Positive
134,"MiG-21 flies through Indian skies for last time, Rajnath Singh terms it ‘national pride’",Hindu,https://www.thehindu.com/news/national/india-bids-farewell-to-the-iconic-mig-21-fighter-aircraft-in-chandigarh/article70096702.ece,National,mig flies indian skies last time rajnath singh terms national pride,Neutral
135,Chhattisgarh High Court asks CBI to resume probe in five year old case of embezzlement,Hindu,https://www.thehindu.com/news/national/chhattisgarh/chhattisgarh-high-court-asks-cbi-to-resume-probe-in-five-year-old-case-of-embezzlement/article70094184.ece,National,chhattisgarh high court asks cbi resume probe five year old case embezzlement,Positive
136,"Siddalinga Swami to approach High Court of Karnataka seeking action against district authorities, sand panel",Hindu,https://www.thehindu.com/news/national/karnataka/siddalinga-swami-to-approach-high-court-of-karnataka-seeking-action-against-district-authorities-sand-panel/article70093926.ece,National,siddalinga swami approach high court karnataka seeking action district authorities sand panel,Positive
137,Kerala rains: IMD sounds orange alert for four districts,Hindu,https://www.thehindu.com/news/national/kerala/kerala-rains-imd-sounds-orange-alert-for-four-districts-in-kerala/article70096643.ece,National,kerala rains imd sounds orange alert four districts,Neutral
138,Accessibility and Durga Pujas: How accessible are pandals in Kolkata,Hindu,https://www.thehindu.com/news/cities/kolkata/durga-puja-pandals-kolkata-accessibility-special-needs-security-disability-women-children-bengal/article70093715.ece,National,accessibility durga pujas accessible pandals kolkata,Positive
139,Three IndiGo flights bound for Hyderabad diverted to Vijayawada due to poor visibility,Hindu,https://www.thehindu.com/news/cities/Hyderabad/three-indigo-flights-bound-for-hyderabad-diverted-to-vijayawada-due-to-poor-visibility/article70096613.ece,National,three indigo flights bound hyderabad diverted vijayawada due poor visibility,Negative
140,Seer appeals to Deeksha Panchamsalis to register caste as Lingayat Panchamasali in Karnataka survey,Hindu,https://www.thehindu.com/news/national/karnataka/seer-appeals-to-deeksha-panchamsalis-to-register-caste-as-lingayat-panchamasali-in-karnataka-survey/article70094321.ece,National,seer appeals deeksha panchamsalis register caste lingayat panchamasali karnataka survey,Neutral
141,Visakhapatnam’s anti-encroachment drive | Caught between changing cityscape and shattered livelihoods,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/operation-lungs-20-caught-between-changing-cityscape-and-shattered-livelihoods/article70093483.ece,National,visakhapatnams antiencroachment drive caught changing cityscape shattered livelihoods,Neutral
142,Tribal groups oppose Assam-Meghalaya hydropower project,Hindu,https://www.thehindu.com/news/national/assam/tribal-groups-oppose-assam-meghalaya-hydropower-project/article70096510.ece,National,tribal groups oppose assammeghalaya hydropower project,Neutral
143,"Three tier-II airports in Karnataka record growth in passenger numbers, three see drop",Hindu,https://www.thehindu.com/news/national/karnataka/three-tier-ii-airports-in-karnataka-record-growth-in-passenger-numbers-three-see-drop/article70093604.ece,National,three tierii airports karnataka record growth passenger numbers three see drop,Neutral
144,"Ramadoss announces protest for caste count, Vanniyar quota",Hindu,https://www.thehindu.com/news/national/tamil-nadu/ramadoss-announces-protest-for-caste-count-vanniyar-quota/article70093303.ece,National,ramadoss announces protest caste count vanniyar quota,Neutral
145,The slowly dying American dream,Hindu,https://www.thehindu.com/news/national/telangana/us-visa-h1b-policy-trump-telangana-jobs-ameerpet-hyderabad-careers/article70095055.ece,National,slowly dying american dream,Negative
146,Early morning rain disrupts life in Hyderabad on September 26; Cyberabad traffic police issue work-from-home advisory,Hindu,https://www.thehindu.com/news/cities/Hyderabad/early-morning-rain-disrupts-life-in-hyderabad-on-september-26-cyberabad-traffic-police-issue-work-from-home-advisory/article70096305.ece,National,early morning rain disrupts life hyderabad september cyberabad traffic police issue workfromhome advisory,Positive
147,"Cauvery Aarti: Entry fee, vehicle toll for Brindavan Gardens waived, free laddoos for visitors",Hindu,https://www.thehindu.com/news/national/karnataka/cauvery-aarti-entry-fee-vehicle-toll-for-brindavan-gardens-waived-free-laddoos-for-visitors-karnataka/article70096403.ece,National,cauvery aarti entry fee vehicle toll brindavan gardens waived free laddoos visitors,Positive
148,"World requires global workforce, can’t escape this reality, says Jaishankar",Hindu,https://www.thehindu.com/news/national/world-requires-global-workforce-cant-escape-this-reality-says-jaishankar/article70096408.ece,National,world requires global workforce cant escape reality says jaishankar,Neutral
149,"Yamuna water quality improves, as flood waters flush out pollutants",Hindu,https://www.thehindu.com/news/cities/Delhi/yamuna-water-quality-improves-as-flood-waters-flush-out-pollutants/article70096387.ece,National,yamuna water quality improves flood waters flush pollutants,Neutral
150,Odisha puts districts on high alert for heavy rain as low-pressure area forms over Bay of Bengal,Hindu,https://www.thehindu.com/news/national/odisha/odisha-puts-districts-on-high-alert-for-heavy-rain-as-low-pressure-area-forms-over-bay-of-bengal/article70096341.ece,National,odisha puts districts high alert heavy rain lowpressure area forms bay bengal,Negative
151,Toddler dies after gate topples on him in Kerala’s Alappuzha,Hindu,https://www.thehindu.com/news/national/kerala/toddler-dies-after-gate-topples-on-him-in-keralas-alappuzha/article70096296.ece,National,toddler dies gate topples keralas alappuzha,Neutral
152,"India sends fresh aid to quake-hit Afghanistan, relief reaches Kabul via Chabahar",Hindu,https://www.thehindu.com/news/national/india-sends-fresh-aid-to-quake-hit-afghanistan-relief-reaches-kabul-via-chabahar/article70096343.ece,National,india sends fresh aid quakehit afghanistan relief reaches kabul via chabahar,Positive
153,"Watch: State governments’ pockets are ‘empty’, how will spending happen?”: K. N. Balagopal | The Hindu Mind",Hindu,https://www.thehindu.com/shorts/watch-state-governments-pockets-are-empty-how-will-spending-happen-k-n-balagopal-the-hindu-mind/article70094721.ece,National,watch state governments pockets empty spending happen balagopal hindu mind,Negative
154,Of men and their flying machines: Pilots hail legacy as MiG-21 prepares for swansong,Hindu,https://www.thehindu.com/news/national/of-men-and-their-flying-machines-pilots-hail-legacy-as-mig-21-prepares-for-swansong/article70096311.ece,National,men flying machines pilots hail legacy mig prepares swansong,Neutral
155,Counting of votes for Assam’s BTC election begins,Hindu,https://www.thehindu.com/news/national/assam/assam-btc-polls-bodoland-territorial-council-vote-counting-september-26-2025/article70096289.ece,National,counting votes assams btc election begins,Neutral
156,The right to be cool in a sweltering Global South,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/the-right-to-be-cool-in-a-sweltering-south/article70093081.ece,National,right cool sweltering global south,Positive
157,Why India’s urban definition is failing its growing towns,Hindu,https://www.thehindu.com/news/national/why-indias-urban-definition-is-failing-its-growing-towns/article70093149.ece,National,indias urban definition failing growing towns,Neutral
158,"Citizens, domicile, and migrants: Why we should worry about Provincial Citizenship",Hindu,https://www.thehindu.com/news/national/citizens-domicile-and-migrants-why-we-should-worry-about-provincial-citizenship/article70093407.ece,National,citizens domicile migrants worry provincial citizenship,Neutral
159,Telangana CM to hand over Group-I appointment orders on September 27,Hindu,https://www.thehindu.com/news/national/telangana/telangana-cm-to-hand-over-group-i-appointment-orders-on-september-27/article70094552.ece,National,telangana hand groupi appointment orders september,Neutral
160,ED questions actor Jagapati Babu in Sahiti Infra fraud probe,Hindu,https://www.thehindu.com/news/national/telangana/ed-questions-actor-jagapati-babu-in-sahiti-infra-fraud-probe/article70094931.ece,National,questions actor jagapati babu sahiti infra fraud probe,Neutral
161,HMR Phase 1 handover likely next year as L&T’s 15-year Metro journey nears end,Hindu,https://www.thehindu.com/news/national/telangana/hmr-phase-1-handover-likely-next-year-as-lts-15-year-metro-journey-nears-end/article70094774.ece,National,hmr phase handover likely next year lts year metro journey nears end,Neutral
162,Counting on change: Karnataka’s long overdue survey of gender minorities,Hindu,https://www.thehindu.com/news/cities/bangalore/counting-on-change/article70089110.ece,National,counting change karnatakas long overdue survey gender minorities,Negative
163,"Rains LIVE: Andhra Pradesh braces for heavy rain, winds; Minister orders preparedness",Hindu,https://www.thehindu.com/news/national/rain-odisha-kerala-andhra-pradesh-weather-kolkata-flood-live-updates-september-26-2025/article70096241.ece,National,rains live andhra pradesh braces heavy rain winds minister orders preparedness,Negative
164,IMD issues orange alert for eight districts in Kerala,Hindu,https://www.thehindu.com/news/national/kerala/kerala-weather-imd-rain-alert-updates-september-26/article70096235.ece,National,imd issues orange alert eight districts kerala,Neutral
165,"Ladakh violence: J&K CM Abdullah defends Congress, accuses BJP of blaming others for its failures",Hindu,https://www.thehindu.com/news/national/ladakh/ladakh-violence-jk-cm-abdullah-defends-congress-accuses-bjp-of-blaming-others-for-its-failures/article70096204.ece,National,ladakh violence abdullah defends congress accuses bjp blaming others failures,Neutral
166,Rajasthan man arrested on charges of espionage for Pakistan in Jaisalmer,Hindu,https://www.thehindu.com/news/national/rajasthan/man-arrested-on-charges-of-espionage-in-rajasthans-jaisalmer/article70096200.ece,National,rajasthan man arrested charges espionage pakistan jaisalmer,Neutral
167,"The megalithic dolmens of Kodaikanal dating back to 5,000 years",Hindu,https://www.thehindu.com/news/national/tamil-nadu/the-megalithic-dolmens-of-kodaikanal-dating-back-to-5000-years/article70092739.ece,National,megalithic dolmens kodaikanal dating back years,Neutral
168,A rare 200-year-old Navaratri custom in which deities are taken from Tamil Nadu to Kerala,Hindu,https://www.thehindu.com/news/national/tamil-nadu/a-rare-200-year-old-navaratri-custom-continues-deities-are-taken-from-tamil-nadu-kanniyakumari-to-kerala-thiruvananthapuram/article70092771.ece,National,rare yearold navaratri custom deities taken tamil nadu kerala,Positive
169,The Defence Services Staff College in Wellington and its long association with soldiers,Hindu,https://www.thehindu.com/news/national/tamil-nadu/the-defence-services-staff-college-in-wellington-coonoor-and-its-long-association-with-soldiers/article70092797.ece,National,defence services staff college wellington long association soldiers,Negative
170,"Terrorism ‘persistent threat’ to development, says EAM Jaishankar in G20 Foreign Ministers’ meeting",Hindu,https://www.thehindu.com/news/national/terrorism-persistent-threat-to-development-eam-jaishankar/article70096194.ece,National,terrorism persistent threat development says eam jaishankar foreign ministers meeting,Negative
171,Chennai’s residential market shows signs of positive growth,Hindu,https://www.thehindu.com/news/national/tamil-nadu/chennais-residential-market-shows-signs-of-positive-growth/article70094374.ece,National,chennais residential market shows signs positive growth,Positive
172,Commerce Department at Ethiraj College for Women celebrates its golden jubilee,Hindu,https://www.thehindu.com/news/national/tamil-nadu/commerce-department-at-ethiraj-college-for-women-celebrates-its-golden-jubilee/article70094135.ece,National,commerce department ethiraj college women celebrates golden jubilee,Positive
173,Three youths killed in road accident near Chengam,Hindu,https://www.thehindu.com/news/national/tamil-nadu/three-youths-killed-in-road-accident-near-chengam/article70093344.ece,National,three youths killed road accident near chengam,Negative
174,"Mass cleanup drive at Fort garden, parapet wall in Vellore",Hindu,https://www.thehindu.com/news/national/tamil-nadu/mass-cleanup-drive-at-fort-garden-parapet-wall-in-vellore/article70093326.ece,National,mass cleanup drive fort garden parapet wall vellore,Neutral
175,Police seize four tonnes of PDS rice at Jolarpet railway station,Hindu,https://www.thehindu.com/news/national/tamil-nadu/police-seize-four-tonnes-of-pds-rice-at-jolarpet-railway-station/article70093336.ece,National,police seize four tonnes pds rice jolarpet railway station,Neutral
176,UPSC meet to finalise panel of three DGPs today,Hindu,https://www.thehindu.com/news/national/tamil-nadu/upsc-meet-to-finalise-panel-of-three-dgps-today/article70094407.ece,National,upsc meet finalise panel three dgps today,Neutral
177,Mohan Majhi government plans to strengthen cooperative movement in Odisha in a big way,Hindu,https://www.thehindu.com/news/national/odisha/mohan-majhi-government-plans-to-strengthen-cooperative-movement-in-odisha-in-a-big-way/article70094277.ece,National,mohan majhi government plans strengthen cooperative movement odisha big way,Neutral
178,"Six arrested in Amritsar with 4 k.g. heroin, 2 pistols: Punjab Police",Hindu,https://www.thehindu.com/news/national/punjab/six-arrested-in-amritsar-with-4-kg-heroin-2-pistols-punjab-police/article70094963.ece,National,six arrested amritsar heroin pistols punjab police,Neutral
179,"Outrage over infant deaths in Indore | In India’s cleanest city, rats in a hospital",Hindu,https://www.thehindu.com/news/national/madhya-pradesh/outrage-over-infant-deaths-in-indore-in-indias-cleanest-city-rats-in-a-hospital/article70082058.ece,National,outrage infant deaths indore indias cleanest city rats hospital,Neutral
180,Maharashtra rains: CM seeks ‘substantial’ Central assistance,Hindu,https://www.thehindu.com/news/cities/mumbai/maharashtra-rains-cm-seeks-substantial-central-assistance/article70095155.ece,National,maharashtra rains seeks substantial central assistance,Neutral
181,At least three dead as Tropical Storm Bualoi sweeps through Philippines,Hindu,https://www.thehindu.com/news/international/tropical-storm-bualoi-sweeps-through-philippines-casualities/article70097502.ece,International,least three dead tropical storm bualoi sweeps philippines,Negative
182,Turkey's Erdogan hails 'meaningful progress' in his talks with Trump,Hindu,https://www.thehindu.com/news/international/turkeys-erdogan-hails-meaningful-progress-in-his-talks-with-trump/article70097387.ece,International,turkeys erdogan hails meaningful progress talks trump,Positive
183,"Interpol busts online romance scams in Africa, 260 suspects arrested",Hindu,https://www.thehindu.com/news/international/interpol-busts-online-romance-scams-in-africa-260-suspects-arrested/article70097126.ece,International,interpol busts online romance scams africa suspects arrested,Neutral
184,11 of family killed in accident in Pakistan's Khyber Pakhtunkhwa,Hindu,https://www.thehindu.com/news/international/11-of-family-killed-in-accident-in-pakistans-khyber-pakhtunkhwa/article70097184.ece,International,family killed accident pakistans khyber pakhtunkhwa,Negative
185,Israel’s Benjamin Netanyahu to address U.N. as pressure mounts over Gaza war,Hindu,https://www.thehindu.com/news/international/israel-prime-minister-benjamin-netanyahu-address-at-unga/article70097141.ece,International,israels benjamin netanyahu address pressure mounts gaza war,Neutral
186,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,International,turkish airlines expand fleet new boeing aircraft tayyip erdogans visit,Positive
187,"Slovenia bans Israeli Prime Minister Netanyahu from entering, citing ICC arrest warrant",Hindu,https://www.thehindu.com/news/international/slovenia-bans-israeli-prime-minister-netanyahu-from-entering-citing-icc-arrest-warrant/article70096777.ece,International,slovenia bans israeli prime minister netanyahu entering citing icc arrest warrant,Negative
188,Halal concerns drive vaccine hesitancy as Indonesia fights measles outbreak,Hindu,https://www.thehindu.com/news/international/halal-concerns-drive-vaccine-hesitancy-as-indonesia-fights-measles-outbreak/article70096789.ece,International,halal concerns drive vaccine hesitancy indonesia fights measles outbreak,Neutral
189,Britain to introduce compulsory digital ID for workers,Hindu,https://www.thehindu.com/news/international/britain-to-introduce-compulsory-digital-id-for-workers/article70096809.ece,International,britain introduce compulsory digital workers,Neutral
190,World leaders step up efforts behind scenes at U.N. to end war in Sudan,Hindu,https://www.thehindu.com/news/international/world-leaders-step-up-efforts-behind-scenes-at-un-to-end-war-in-sudan/article70096720.ece,International,world leaders step efforts behind scenes end war sudan,Negative
191,73-year-old 'undocumented' Sikh woman deported from U.S. after 33 years,Hindu,https://www.thehindu.com/news/international/sikh-woman-us-india-deportation-undocumented-la-ice-officials-lawyer/article70096534.ece,International,yearold undocumented sikh woman deported years,Neutral
192,Watch | Close to securing a peace deal in Gaza: Trump after meeting Erdogan in White House,Hindu,https://www.thehindu.com/shorts/watch-close-to-securing-a-peace-deal-in-gaza-trump-after-meeting-erdogan-in-white-house/article70096639.ece,International,watch close securing peace deal gaza trump meeting erdogan white house,Neutral
193,Texas man executed for the ’exorcism’ killing of his girlfriend’s 13-month-old daughter,Hindu,https://www.thehindu.com/news/international/texas-man-executed-for-the-exorcism-killing-of-his-girlfriends-13-month-old-daughter/article70096349.ece,International,texas man executed exorcism killing girlfriends monthold daughter,Neutral
194,"Donald Trump’s drug tariff spares generics, but India braces for fallout",Hindu,https://www.thehindu.com/news/international/donald-trumps-drug-tariff-spares-generics-but-india-braces-for-fallout/article70096294.ece,International,donald trumps drug tariff spares generics india braces fallout,Neutral
195,The right to be cool in a sweltering Global South,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/the-right-to-be-cool-in-a-sweltering-south/article70093081.ece,International,right cool sweltering global south,Positive
196,Trump hosts Turkiye's Erdogan at U.S. considers lifting a ban on F-35 sales to NATO ally,Hindu,https://www.thehindu.com/news/international/trump-hosts-turkiyes-erdogan-at-us-considers-lifting-a-ban-on-f-35-sales-to-nato-ally/article70096217.ece,International,trump hosts turkiyes erdogan considers lifting ban sales nato ally,Neutral
197,"Man who fired on ICE facility hated U.S. government, sought to kill federal agents, say officials",Hindu,https://www.thehindu.com/news/international/man-who-fired-on-ice-facility-hated-us-government-sought-to-kill-federal-agents-say-officials/article70096211.ece,International,man fired ice facility hated government sought kill federal agents say officials,Negative
198,"U.S. President Trump meets Pakistan PM Sharif, Field Marshal Munir at White House",Hindu,https://www.thehindu.com/news/international/trump-holds-talks-with-pakistans-prime-minister-shehbaz-sharif-updates/article70095339.ece,International,president trump meets pakistan sharif field marshal munir white house,Neutral
199,"Terrorism ‘persistent threat’ to development, says EAM Jaishankar in G20 Foreign Ministers’ meeting",Hindu,https://www.thehindu.com/news/national/terrorism-persistent-threat-to-development-eam-jaishankar/article70096194.ece,International,terrorism persistent threat development says eam jaishankar foreign ministers meeting,Negative
200,"Trump says U.S. will impose new tariffs on heavy trucks, drugs and kitchen cabinets",Hindu,https://www.thehindu.com/news/international/trump-says-us-will-impose-new-tariffs-on-heavy-trucks-drugs-and-kitchen-cabinets/article70096182.ece,International,trump says impose new tariffs heavy trucks drugs kitchen cabinets,Negative
201,"FBI ex-chief James Comey criminally charged as Trump targets critics, source says",Hindu,https://www.thehindu.com/news/international/fbi-ex-chief-james-comey-criminally-charged-as-trump-targets-critics-source-says/article70095337.ece,International,fbi exchief james comey criminally charged trump targets critics source says,Negative
202,"Russia accuses NATO, EU of waging 'real war' on it via Ukraine",Hindu,https://www.thehindu.com/news/international/russia-accuses-nato-eu-of-waging-real-war-on-it-via-ukraine/article70095332.ece,International,russia accuses nato waging real war via ukraine,Positive
203,Trump says he will not allow Israel to annex the West Bank,Hindu,https://www.thehindu.com/news/international/trump-says-he-will-not-allow-israel-to-annex-the-west-bank/article70095178.ece,International,trump says allow israel annex west bank,Neutral
204,IAEA says drone detonated near Ukraine's South Ukraine nuclear plant,Hindu,https://www.thehindu.com/news/international/iaea-says-drone-detonated-near-ukraines-south-ukraine-nuclear-plant/article70095163.ece,International,iaea says drone detonated near ukraines south ukraine nuclear plant,Positive
205,Trump signs order declaring TikTok sale plan meets U.S. requirements,Hindu,https://www.thehindu.com/news/international/trump-signs-order-declaring-tiktok-sale-plan-meets-us-requirements/article70095159.ece,International,trump signs order declaring tiktok sale plan meets requirements,Neutral
206,Officials say 911 emergency lines down across Mississippi and Louisiana,Hindu,https://www.thehindu.com/news/international/officials-say-911-emergency-lines-down-across-mississippi-and-louisiana/article70095146.ece,International,officials say emergency lines across mississippi louisiana,Neutral
207,Chinese Premier says U.S. and his country need to 'work in same direction',Hindu,https://www.thehindu.com/news/international/chinese-premier-says-us-and-his-country-need-to-work-in-same-direction/article70095125.ece,International,chinese premier says country need work direction,Neutral
208,India hosting Hasina creates tension in India-Bangladesh relations: Prof. Yunus,Hindu,https://www.thehindu.com/news/international/india-hosting-hasina-creates-tension-in-india-bangladesh-relations-prof-yunus/article70094654.ece,International,india hosting hasina creates tension indiabangladesh relations prof yunus,Neutral
209,White House budget office tells agencies to draft mass firing plans ahead of potential shutdown,Hindu,https://www.thehindu.com/news/international/white-house-budget-office-tells-agencies-to-draft-mass-firing-plans-ahead-of-potential-shutdown/article70093806.ece,International,white house budget office tells agencies draft mass firing plans ahead potential shutdown,Neutral
210,Hegseth abruptly summons top military commanders to meeting in Virginia next week,Hindu,https://www.thehindu.com/news/international/hegseth-abruptly-summons-top-military-commanders-to-meeting-in-virginia-next-week/article70094975.ece,International,hegseth abruptly summons top military commanders meeting virginia next week,Positive
211,Religious extremists attacked houses and shops of Ahmadis over burial of woman in Pakistan,Hindu,https://www.thehindu.com/news/international/religious-extremists-attacked-houses-and-shops-of-ahmadis-over-burial-of-woman-in-pakistan/article70093858.ece,International,religious extremists attacked houses shops ahmadis burial woman pakistan,Neutral
212,Ecuador prison riot leaves at least 17 dead,Hindu,https://www.thehindu.com/news/international/several-killed-in-ecuador-prison-riot-updates/article70094950.ece,International,ecuador prison riot leaves least dead,Negative
213,"India, Russia discuss BRICS grain exchange plan to boost agriculture trade ties",Hindu,https://www.thehindu.com/news/national/india-russia-discuss-creation-of-brics-grain-exchange/article70094725.ece,International,india russia discuss brics grain exchange plan boost agriculture trade ties,Neutral
214,Microsoft disables services to Israel defence unit after review,Hindu,https://www.thehindu.com/sci-tech/technology/microsoft-disables-services-to-israel-defence-unit-after-review/article70094906.ece,International,microsoft disables services israel defence unit review,Neutral
215,"After violent protests, Nepal faces an uneasy road to a democratic future",Hindu,https://www.thehindu.com/news/international/after-violent-protests-nepal-faces-an-uneasy-road-to-a-democratic-future/article70094588.ece,International,violent protests nepal faces uneasy road democratic future,Negative
216,UN expert flags Sri Lankans being trafficked to fight Russia’s war in Ukraine,Hindu,https://www.thehindu.com/news/international/un-expert-flags-sri-lankans-being-trafficked-to-fight-russias-war-in-ukraine/article70093823.ece,International,expert flags sri lankans trafficked fight russias war ukraine,Neutral
217,"Hamas will have no role in governing postwar Gaza, says Palestinian President at UNGA",Hindu,https://www.thehindu.com/news/international/hamas-will-have-no-role-in-governing-postwar-gaza-says-palestinian-president-at-unga/article70094016.ece,International,hamas role governing postwar gaza says palestinian president unga,Neutral
218,"Russian warplanes detected flying near Alaska for ninth time this year, U.S. military says",Hindu,https://www.thehindu.com/news/international/russian-warplanes-detected-flying-near-alaska-for-ninth-time-this-year-us-military-says/article70093722.ece,International,russian warplanes detected flying near alaska ninth time year military says,Neutral
219,Houthi media report Israeli strikes on Sanaa,Hindu,https://www.thehindu.com/news/international/israel-attack-on-sanaa-yemen-houthis-september-25-2025/article70093780.ece,International,houthi media report israeli strikes sanaa,Neutral
220,Former French President Sarkozy handed five-year jail term in Libya graft trial,Hindu,https://www.thehindu.com/news/international/former-french-president-sarkozy-handed-five-year-jail-term-in-libya-graft-trial/article70093250.ece,International,former french president sarkozy handed fiveyear jail term libya graft trial,Negative
221,"Kamala Harris faces protesters, condemns Israel's war in Gaza on first night of book tour",Hindu,https://www.thehindu.com/news/international/kamala-harris-faces-protesters-condemns-israels-war-in-gaza-on-first-night-of-book-tour/article70092733.ece,International,kamala harris faces protesters condemns israels war gaza first night book tour,Positive
222,"Pakistan PM Sharif holds meeting with Bangladesh's Yunus, Sri Lanka's Dissanayake in New York",Hindu,https://www.thehindu.com/news/international/pakistan-pm-sharif-holds-meeting-with-bangladeshs-yunus-sri-lankas-dissanayake-in-new-york/article70093051.ece,International,pakistan sharif holds meeting bangladeshs yunus sri lankas dissanayake new york,Positive
223,"Russia says it assumes Trump, despite shift in tone, is still committed to seek peace in Ukraine",Hindu,https://www.thehindu.com/news/international/russia-says-it-assumes-trump-despite-shift-in-tone-is-still-committed-to-seek-peace-in-ukraine/article70092934.ece,International,russia says assumes trump despite shift tone still committed seek peace ukraine,Neutral
224,"‘Will speak our truth’: Ahead of UNGA address, Israeli PM Netanyahu slams leaders recognising Palestinian state",Hindu,https://www.thehindu.com/news/international/israel-palestine-state-netanyahu-us-unga-world/article70092604.ece,International,speak truth ahead unga address israeli netanyahu slams leaders recognising palestinian state,Neutral
225,Daily Quiz | On the peculiarities of journalism,Hindu,https://www.thehindu.com/news/international/daily-quiz-on-the-peculiarities-of-journalism-on-occasion-of-columbia-journalism-school-anniversary/article70092484.ece,International,daily quiz peculiarities journalism,Neutral
226,Watch: Israel does not have the right to prevent creation of Palestine State: Meloni,Hindu,https://www.thehindu.com/shorts/watch-israel-does-not-have-the-right-to-prevent-creation-of-palestine-state-meloni/article70093093.ece,International,watch israel right prevent creation palestine state meloni,Positive
227,Watch | Ready to deploy 20000 troops for peace in Gaza and elsewhere: Indonesian Prez at the UN,Hindu,https://www.thehindu.com/shorts/watch-ready-to-deploy-20000-troops-for-peace-in-gaza-and-elsewhere-indonesian-prez-at-the-un/article70092744.ece,International,watch ready deploy troops peace gaza elsewhere indonesian prez,Positive
228,Bangladesh’s student-led NCP threatens to halt elections after EC’s refusal to grant demanded symbol,Hindu,https://www.thehindu.com/news/international/bangladeshs-student-led-ncp-threatens-to-halt-elections-after-ecs-refusal-to-grant-demanded-symbol/article70090609.ece,International,bangladeshs studentled ncp threatens halt elections ecs refusal grant demanded symbol,Neutral
229,Statue of Trump and Epstein removed from Washington's National Mall,Hindu,https://www.thehindu.com/news/international/statue-of-trump-and-epstein-removed-from-washingtons-national-mall/article70092521.ece,International,statue trump epstein removed washingtons national mall,Neutral
230,Syrian President Ahmad al-Sharaa makes first United Nations address in nearly 60 years,Hindu,https://www.thehindu.com/news/international/syrian-president-ahmad-al-sharaa-makes-first-united-nations-address-in-nearly-60-years/article70092355.ece,International,syrian president ahmad alsharaa makes first united nations address nearly years,Positive
231,South Korea says the North has 4 uranium enrichment facilities to build nuclear weapons,Hindu,https://www.thehindu.com/news/international/south-korea-says-the-north-has-4-uranium-enrichment-facilities-to-build-nuclear-weapons/article70092329.ece,International,south korea says north uranium enrichment facilities build nuclear weapons,Neutral
232,Drones spotted near 4 Danish airports but authorities say no threat to public,Hindu,https://www.thehindu.com/news/international/drones-spotted-near-4-danish-airports-denmark-government-news-conference/article70092315.ece,International,drones spotted near danish airports authorities say threat public,Positive
233,"Watch: Super Typhoon Ragasa batters Philippines, rescue operations underway",Hindu,https://www.thehindu.com/shorts/watch-super-typhoon-ragasa-batters-philippines-rescue-operations-underway/article70092254.ece,International,watch super typhoon ragasa batters philippines rescue operations underway,Positive
234,"China, world's largest carbon polluting nation, announces new climate goal to cut emissions",Hindu,https://www.thehindu.com/news/international/china-worlds-largest-carbon-polluting-nation-announces-new-climate-goal-to-cut-emissions/article70092039.ece,International,china worlds largest carbon polluting nation announces new climate goal cut emissions,Positive
235,Indian among 7 Buddhist monks killed in Sri Lanka monastery cable cart accident,Hindu,https://www.thehindu.com/news/international/sri-lanka-buddhist-monastery-indian-killed-monks-cable-cart-accident/article70092009.ece,International,indian among buddhist monks killed sri lanka monastery cable cart accident,Negative
236,"Two Indians sanctioned by U.S. for trafficking fentanyl, other illicit drugs",Hindu,https://www.thehindu.com/news/national/two-indians-sanctioned-by-us-for-trafficking-fentanyl-other-illicit-drugs/article70092019.ece,International,two indians sanctioned trafficking fentanyl illicit drugs,Neutral
237,"Watch: William Ruto questions UN’s relevance at 80, calls for urgent reforms",Hindu,https://www.thehindu.com/shorts/watch-william-ruto-questions-uns-relevance-at-80-calls-for-urgent-reforms/article70092014.ece,International,watch william ruto questions uns relevance calls urgent reforms,Neutral
238,Hong Kong reopens after world's most powerful Typhoon Ragasa,Hindu,https://www.thehindu.com/news/international/hong-kong-reopens-after-worlds-most-powerful-typhoon-ragasa/article70091815.ece,International,hong kong reopens worlds powerful typhoon ragasa,Positive
239,"‘Very excited about India’ as U.S. presses farm trade, says Brooke Rollins",Hindu,https://www.thehindu.com/news/international/very-excited-about-india-as-us-presses-farm-trade-says-brooke-rollins/article70091801.ece,International,excited india presses farm trade says brooke rollins,Positive
