S.No,Headline,Source,Link,Category
113,"Tribunals uphold ban on two J&K groups, including Mirwaiz Farooq's Awami Action Committee",Hindu,https://www.thehindu.com/news/national/jammu-and-kashmir/tribunals-uphold-ban-on-two-jk-groups-including-mirwaiz-farooqs-awami-action-committee/article70069196.ece,National
114,Hyderabad Weather September 19 | Light to moderate rain towards evening or night,Hindu,https://www.thehindu.com/news/cities/Hyderabad/hyderabad-weather-september-19-light-to-moderate-rain-towards-evening-or-night/article70069195.ece,National
115,Five Bangladeshi nationals detained in Tripura to be sent back to their country,Hindu,https://www.thehindu.com/news/national/tripura/five-bangladeshi-nationals-detained-in-tripura-to-be-sent-back-to-their-country/article70069128.ece,National
116,"Chief Justice of Australia Stephen Gageler visits Supreme Court, shares dais with CJI Gavai",Hindu,https://www.thehindu.com/news/national/chief-justice-of-australia-stephen-gageler-visits-supreme-court-shares-dais-with-cji-gavai/article70069192.ece,National
117,"Advertisements set to return on Namma Metro pillars in Bengaluru, BMRCL eyes major boost in non-fare revenue",Hindu,https://www.thehindu.com/news/national/karnataka/advertisements-set-to-return-on-namma-metro-pillars-in-bengaluru-bmrcl-eyes-major-boost-in-non-fare-revenue/article70068742.ece,National
118,"Ruckus in Odisha Assembly over fertiliser crisis, House adjourned till 4 p.m.",Hindu,https://www.thehindu.com/news/national/odisha/odisha-assembly-fertiliser-crisis-updates-september-19-2025/article70069143.ece,National
119,Supreme Court refuses to entertain Telugu poet Varavara Rao's plea seeking modification of bail condition in Elgar Parishad case,Hindu,https://www.thehindu.com/news/national/supreme-court-refuses-to-entertain-activist-varavara-raos-plea-seeking-modification-of-bail-condition/article70069088.ece,National
120,Kerala man accused of hunting wild boar found dead after release on bail; protest erupts against Forest dept,Hindu,https://www.thehindu.com/news/national/kerala/kerala-man-accused-of-hunting-wild-boar-found-dead-after-release-on-bail-protest-erupts-against-forest-dept/article70069109.ece,National
121,V.D. Satheesan says ‘no official’ Opposition boycott of Global Ayyappa Sanghamam in Kerala,Hindu,https://www.thehindu.com/news/national/kerala/vd-satheesan-says-no-official-opposition-boycott-of-global-ayyappa-sanghamam-in-kerala/article70069116.ece,National
122,Kerala Opposition Leader denies role in cyberattacks on woman CPI(M) leader K.J. Shine,Hindu,https://www.thehindu.com/news/national/kerala/kerala-opposition-leader-denies-role-in-cyberattacks-on-woman-cpim-leader-kj-shine/article70069039.ece,National
123,"Congress must be realistic, RJD accommodative in seat-sharing talks for Bihar polls: Dipankar Bhattacharya",Hindu,https://www.thehindu.com/elections/bihar-assembly/congress-must-be-realistic-rjd-accommodative-in-seat-sharing-talks-for-bihar-polls-dipankar-bhattacharya/article70068920.ece,National
124,Bombay HC receives second bomb threat email in week; turns out to be hoax,Hindu,https://www.thehindu.com/news/cities/mumbai/bombay-hc-receives-second-bomb-threat-email-in-week-turns-out-to-be-hoax/article70069038.ece,National
125,"‘Look to the Preamble’, Supreme Court replies to plea against Banu Mushtaq inaugurating Mysuru Dasara",Hindu,https://www.thehindu.com/news/national/sc-dismisses-petition-challenging-karnataka-government-invite-to-banu-mushtaq-to-participate-in-mysuru-dasara/article70069041.ece,National
126,"Policy initiatives being taken for space, cyber warfare equipment development: CDS Gen. Anil Chauhan in Ranchi",Hindu,https://www.thehindu.com/news/national/policy-initiatives-being-taken-for-space-cyber-warfare-equipment-development-cds-gen-anil-chauhan-in-ranchi/article70069019.ece,National
127,Patanjali challenges HC order restraining it from airing 'disparaging' ads against Dabur Chyawanprash,Hindu,https://www.thehindu.com/news/national/patanjali-challenges-hc-order-restraining-it-from-airing-disparaging-ads-against-dabur-chyawanprash/article70069025.ece,National
128,New urban transport adviser calls on CM,Hindu,https://www.thehindu.com/news/cities/Hyderabad/new-urban-transport-adviser-calls-on-cm/article70066250.ece,National
129,"S.P. Velumani case: Sanction to prosecute IAS officers delayed over translation of documents, DVAC tells Madras HC",Hindu,https://www.thehindu.com/news/national/tamil-nadu/sp-velumani-case-sanction-to-prosecute-ias-officers-delayed-over-translation-of-documents-dvac-tells-madras-hc/article70068788.ece,National
130,"Anticipating festive season rush, SCR promotes UTS mobile app for train ticket purchases through QR codes",Hindu,https://www.thehindu.com/news/national/telangana/anticipating-festive-season-rush-scr-promotes-uts-mobile-app-for-train-ticket-purchases-through-qr-codes/article70066706.ece,National
131,"GST tweaks: Heritage slashes UHT milk, ghee, butter, cheese, paneer, ice cream prices",Hindu,https://www.thehindu.com/news/cities/Hyderabad/gst-tweaks-heritage-slashes-uht-milk-ghee-butter-cheese-paneer-ice-cream-prices/article70066651.ece,National
132,"Jharkhand, endowed with uranium, can contribute to nuclear weapon manufacturing: CM Soren",Hindu,https://www.thehindu.com/news/national/jharkhand/jharkhand-endowed-with-uranium-can-contribute-to-nuclear-weapon-manufacturing-cm-soren/article70068996.ece,National
133,Kerala Opposition backs unanimous Assembly resolution against special intensive revision in State,Hindu,https://www.thehindu.com/news/national/kerala/kerala-opposition-backs-unanimous-assembly-resolution-against-special-intensive-revision-in-state/article70068979.ece,National
134,Privatisation of medical colleges: Andhra Pradesh Legislative Council adjourned amid YSRCP protests,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/privatisation-of-medical-colleges-andhra-pradesh-legislative-council-adjourned-amid-ysrcp-protests/article70068881.ece,National
135,Kerala Assembly: Opposition walks out after Speaker disallows debate on Sabarimala temple gold row,Hindu,https://www.thehindu.com/news/national/kerala/kerala-assembly-opposition-walks-out-after-speaker-disallows-debate-on-sabarimala-temple-gold-row/article70068924.ece,National
136,Supreme Court to hear on September 26 plea of Vodafone Idea Ltd. for quashing additional AGR demand,Hindu,https://www.thehindu.com/business/Industry/supreme-court-to-hear-on-september-26-plea-of-vodafone-idea-ltd-for-quashing-additional-agr-demand/article70068935.ece,National
137,"Delhi riots case: Supreme Court adjourns bail pleas of Umar Khalid, Sharjeel Imam and others to September 22",Hindu,https://www.thehindu.com/news/national/delhi-riots-case-supreme-court-adjourns-bail-pleas-of-umar-khalid-sharjeel-imam-and-others-to-september-22/article70068800.ece,National
138,Maharashtra Government makes e-KYC mandatory for Ladki Bahin beneficiaries; sets two-month deadline,Hindu,https://www.thehindu.com/news/national/maharashtra/maharashtra-government-makes-e-kyc-mandatory-for-ladki-bahin-beneficiaries-sets-two-month-deadline/article70068851.ece,National
139,"Telangana’s rural women redefine ambition, drive change and prosperity",Hindu,https://www.thehindu.com/news/national/telangana/telanganas-rural-women-redefine-ambition-drive-change-and-prosperity/article70067284.ece,National
140,‘Chunaav ka chaukidar’ protected ‘vote chors’: Rahul’s dig at ECI,Hindu,https://www.thehindu.com/news/national/chunaav-ka-chawkidaar-protected-vote-chors-rahuls-dig-at-ec/article70068888.ece,National
141,"Why were ST certificates issued to members of Malayali community in Erode district, Madras HC asks T.N.",Hindu,https://www.thehindu.com/news/national/tamil-nadu/why-were-st-certificates-issued-to-members-of-malayali-community-in-erode-district-madras-hc-asks-tn/article70068500.ece,National
142,Decision on caste census only after consulting CM Siddaramaiah: Shivakumar,Hindu,https://www.thehindu.com/news/national/karnataka/dk-shivakumar-on-decision-objections-to-caste-census-survey-cm-siddaramaiah-decision/article70068787.ece,National
143,Youth Congress workers stage black flag protest against Kerala CM in Kovalam,Hindu,https://www.thehindu.com/news/national/kerala/youth-congress-workers-stage-black-flag-protest-against-kerala-cm-in-kovalam/article70068791.ece,National
144,Conduct of Legislative business Speaker’s prerogative; Jagan violated Constitution: Former Minister Yanamala,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/conduct-of-legislative-business-speakers-prerogative-jagan-violated-constitution-former-minister-yanamala/article70068646.ece,National
145,"Rahul Gandhi, Sonia in Wayanad for All India Congress Committee meeting with KPCC president Sunny Joseph",Hindu,https://www.thehindu.com/news/national/kerala/rahul-sonia-in-wayanad-for-all-india-congress-committee-meeting-with-kpcc-president-sunny-joseph/article70068789.ece,National
146,"Bengaluru is home, BlackBuck is only relocating within city, says co-founder & CEO",Hindu,https://www.thehindu.com/news/national/karnataka/bengaluru-is-home-blackbuck-is-only-relocating-within-city-says-co-founder-ceo/article70068803.ece,National
147,"Actor-Mandi MP faces 'Go back Kangana, you are late' slogan during visit to Himachal's rain-affected area",Hindu,https://www.thehindu.com/news/national/himachal-pradesh/actor-mandi-mp-faces-go-back-kangana-you-are-late-slogan-during-visit-to-himachals-rain-affected-area/article70068784.ece,National
148,Kerala Minister V. Sivankutty taken to hospital after experiencing dizziness in Assembly,Hindu,https://www.thehindu.com/news/national/kerala/kerala-minister-v-sivankutty-taken-to-hospital-after-experiencing-dizziness-in-assembly/article70068758.ece,National
149,Nalanda is living idea of knowledge without boundaries: NU V-C,Hindu,https://www.thehindu.com/news/national/bihar/nalanda-is-living-idea-of-knowledge-without-boundaries-nu-v-c/article70065460.ece,National
150,Workshop and panel discussion on hydrogen fuel technologies and future trends in Bengaluru,Hindu,https://www.thehindu.com/news/national/karnataka/workshop-and-panel-discussion-on-hydrogen-fuel-technologies-and-future-trends-in-bengaluru/article70065932.ece,National
151,17-year-old narrowly escapes wild elephant attack in Aralam rehabilitation area in Kerala,Hindu,https://www.thehindu.com/news/national/kerala/17-year-old-narrowly-escapes-wild-elephant-attack-in-aralam-rehabilitation-area-in-kerala/article70068649.ece,National
152,Rahul Gandhi’s vote theft charges ‘baseless’: Maharashtra Deputy CM Eknath Shinde,Hindu,https://www.thehindu.com/news/national/rahul-gandhis-vote-theft-charges-baseless-says-eknath-shinde/article70068660.ece,National
153,"Assam’s BTR maintains students’ health, academic history",Hindu,https://www.thehindu.com/news/national/assam/assams-btr-maintains-students-health-academic-history/article70066808.ece,National
154,Students stage protest in Dharwad seeking requisite amenities in hostels in Karnataka,Hindu,https://www.thehindu.com/news/national/karnataka/students-stage-protest-in-dharwad-seeking-requisite-amenities-in-hostels-in-karnataka/article70066264.ece,National
155,Congress doing 'negative politics' over Great Nicobar project: Environment Minister,Hindu,https://www.thehindu.com/news/national/congress-doing-negative-politics-over-great-nicobar-project-environment-minister/article70067325.ece,National
156,Rayaleesama youth ‘continue to chase the high’ despite measures,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/rayaleesama-youth-continue-to-chase-the-high-despite-measures/article70066086.ece,National
157,"Revised GST rates from September 22 has a West Bengal influence, says Union Finance Minister",Hindu,https://www.thehindu.com/business/Economy/revised-gst-rates-from-september-22-has-a-west-bengal-influence-says-union-finance-minister/article70066221.ece,National
158,Masked gunmen open fire at real estate company's office in Gurugram,Hindu,https://www.thehindu.com/news/national/haryana/masked-gunmen-open-fire-at-real-estate-companys-office-in-gurugram/article70068612.ece,National
159,Operation Sindoor heralded new kind of warfare: CDS Anil Chauhan,Hindu,https://www.thehindu.com/news/national/jharkhand/operation-sindoor-heralded-new-kind-of-warfare-cds-anil-chauhan/article70068588.ece,National
160,Kavitha’s resignation is still pending with me: Legislative Council Chairman Gutta Sukhender Reddy,Hindu,https://www.thehindu.com/news/national/telangana/kavithas-resignation-is-still-pending-with-me-legislative-council-chairman-gutta-sukhender-reddy/article70068556.ece,National
161,"Guinness record, carnival, floral holi to be part of Bathukamma festivities this year",Hindu,https://www.thehindu.com/news/national/telangana/guinness-record-carnival-floral-holi-to-be-part-of-bathukamma-festivities-this-year/article70066725.ece,National
162,"One killed, four injured in blast at chemical factory in Palghar",Hindu,https://www.thehindu.com/news/national/maharashtra/several-killed-many-injured-in-blast-at-chemical-factory-in-palghar/article70068567.ece,National
163,Liquor 'scam': Chhattisgarh ACB/EOW arrests retired IAS officer Niranjan Das,Hindu,https://www.thehindu.com/news/national/chhattisgarh/liquor-scam-chhattisgarh-acbeow-arrests-retired-ias-officer-niranjan-das/article70068541.ece,National
164,"Delhi riots case hearing highlights: SC adjourns bail pleas of Sharjeel Imam, Umar Khalid and others to September 22",Hindu,https://www.thehindu.com/news/national/delhi-riots-case-supreme-court-hearing-umar-khalid-sharjeel-imam-bail-live-updates-september-19-2025/article70068554.ece,National
165,"Donald Trump says he is ‘very close’ to India, PM Modi",Hindu,https://www.thehindu.com/news/international/us-president-donald-trump-on-relationship-with-india-and-pm-modi/article70068525.ece,National
166,Why are Maharashtra’s onion farmers protesting? | Explained,Hindu,https://www.thehindu.com/news/national/why-are-maharashtras-onion-farmers-protesting-explained/article70065396.ece,National
167,"Telangana man ‘shot dead’ by police in U.S., family requests MEA to help in bringing back mortal remains",Hindu,https://www.thehindu.com/news/national/telangana/telangana-man-shot-dead-by-cops-in-us-family-requests-mea-to-help-in-bringing-back-mortal-remains/article70068485.ece,National
168,"Rains LIVE: Himachal monsoon death toll at 424,at least 45 still missing; 5 more bodies found in Uttarakhand’s Chamoli",Hindu,https://www.thehindu.com/news/national/rains-uttarakhand-landslide-himachal-hyderabad-weather-live-updates-september-19-2025/article70068478.ece,National
169,Ban on single-use plastic remains a flimsy promise in Karnataka,Hindu,https://www.thehindu.com/news/cities/bangalore/ban-on-single-use-plastic-remains-a-flimsy-promise/article70063259.ece,National
170,"Why Gen Z is taking to the streets | In the U.S., Bangladesh, Sri Lanka and now, Nepal",Hindu,https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece,National
171,"Opposition, ruling parties spar over Rahul's fresh 'vote chori' charges, Congress seeks Fadnavis' resignation",Hindu,https://www.thehindu.com/news/national/maharashtra/opposition-ruling-parties-spar-over-rahuls-fresh-vote-chori-charges-seek-fadnavis-resignation/article70068451.ece,National
172,DRI Patna apprehends two suspects involved in wildlife trafficking,Hindu,https://www.thehindu.com/news/national/bihar/dri-patna-apprehends-two-suspects-involved-in-wildlife-trafficking/article70065371.ece,National
173,Chaos in Hyderabad markets over rollout of new GST prices,Hindu,https://www.thehindu.com/news/cities/Hyderabad/chaos-in-hyderabad-markets-over-rollout-of-new-gst-prices/article70064100.ece,National
174,Agenda for sustainable bamboo economy set at Assam conclave,Hindu,https://www.thehindu.com/news/national/assam/agenda-for-sustainable-bamboo-economy-set-at-assam-conclave/article70065537.ece,National
175,Supreme Court makes interim bail granted to MLA Jegan Moorthy absolute,Hindu,https://www.thehindu.com/news/national/sc-makes-interim-bail-granted-to-mla-jegan-moorthy-absolute/article70066192.ece,National
176,"Sex workers in Kolkata’s Sonagachi | Only rights can stop the wrongs, says DMSC community",Hindu,https://www.thehindu.com/news/cities/kolkata/sex-workers-in-kolkatas-sonagachi-only-rights-can-stop-the-wrongs-says-dmsc-community/article70061262.ece,National
177,Hyundai employees stage protest at plant over wage settlement,Hindu,https://www.thehindu.com/news/national/tamil-nadu/hyundai-employees-stage-protest-at-plant-over-wage-settlement/article70065790.ece,National
178,West Bengal CM composes theme song for Durga Puja committee,Hindu,https://www.thehindu.com/news/national/west-bengal/west-bengal-cm-composes-theme-song-for-durga-puja-committee/article70066900.ece,National
179,Indian-origin U.S. woman killed in Punjab at behest of NRI man she planned to marry,Hindu,https://www.thehindu.com/news/national/indian-origin-us-woman-killed-in-punjab-at-behest-of-nri-man-she-planned-to-marry/article70065322.ece,National
180,Blasts kill at least 11 in southwestern Pakistan,Hindu,https://www.thehindu.com/news/international/blasts-kill-at-least-11-in-southwestern-pakistan/article70069654.ece,International
181,"Imran Khan alleges army chief inflicting 'mental torture' on him, wife",Hindu,https://www.thehindu.com/news/international/imran-khan-alleges-army-chief-inflicting-mental-torture-on-him-wife/article70069663.ece,International
182,Taliban releases British couple held for months in Afghanistan on undisclosed charges,Hindu,https://www.thehindu.com/news/international/taliban-releases-british-couple-held-for-months-in-afghanistan-on-undisclosed-charges/article70069549.ece,International
183,Pakistan says its nuclear programme can be made available to Saudi Arabia under defence pact,Hindu,https://www.thehindu.com/news/international/pakistan-saudi-arabia-defence-pact-nuclear-capabilities-weapons-israel-gaza-war/article70069417.ece,International
184,Trump declines approval of Taiwan military aid package: Report,Hindu,https://www.thehindu.com/news/international/trump-declines-approval-of-taiwan-military-aid-package-report/article70069189.ece,International
185,Decision to allow U.S. to re-establish presence in Bagram Air Base should be left to Afghanistan: China,Hindu,https://www.thehindu.com/news/international/decision-to-allow-us-to-re-establish-presence-in-bagram-air-base-should-be-left-to-afghanistan-china/article70069289.ece,International
186,"Who is Erika Kirk, Charlie Kirk’s widow and new CEO of Turning Point USA?",Hindu,https://www.thehindu.com/news/international/who-is-erika-kirk-charlie-kirks-widow-and-new-ceo-of-turning-point-usa/article70069125.ece,International
187,Iran's Deputy Foreign Minister criticises European powers over sanctions plan,Hindu,https://www.thehindu.com/news/international/irans-deputy-foreign-minister-criticises-european-powers-over-sanctions-plan/article70069272.ece,International
188,Nepal’s interim PM Karki vows to fix 'failures' that led to deadly Gen Z protests,Hindu,https://www.thehindu.com/news/international/nepals-interim-pm-karki-vows-to-fix-failures-that-led-to-deadly-gen-z-protests/article70069274.ece,International
189,Magnitude 6.1 earthquake causes scattered damage in Indonesia’s Papua region,Hindu,https://www.thehindu.com/news/international/magnitude-61-earthquake-causes-scattered-damage-in-indonesias-papua-region/article70068844.ece,International
190,‘Should not be exclusive’: China warns Papua New Guinea over defence deal with Australia,Hindu,https://www.thehindu.com/news/international/should-not-be-exclusive-china-warns-papua-new-guinea-over-defence-deal-with-australia/article70068802.ece,International
191,UN Security Council plans a vote on Iran ’snapback’ sanctions ahead of deadline,Hindu,https://www.thehindu.com/news/international/united-nations-security-council-vote-on-iran-snapback-sanctions-ahead-of-deadline/article70068701.ece,International
192,"Donald Trump brushes off Russia-Ukraine ceasefire talks, points to ‘harsh’ option if needed",Hindu,https://www.thehindu.com/news/international/donald-trump-brushes-off-ceasefire-talks-points-to-harsh-option-if-needed/article70068528.ece,International
193,"Donald Trump says he is ‘very close’ to India, PM Modi",Hindu,https://www.thehindu.com/news/international/us-president-donald-trump-on-relationship-with-india-and-pm-modi/article70068525.ece,International
194,Elected officials among dozens of protesters arrested at a Manhattan immigration holding facility,Hindu,https://www.thehindu.com/news/international/elected-officials-among-dozens-of-protesters-arrested-at-a-manhattan-immigration-holding-facility/article70068499.ece,International
195,"Telangana man ‘shot dead’ by police in U.S., family requests MEA to help in bringing back mortal remains",Hindu,https://www.thehindu.com/news/national/telangana/telangana-man-shot-dead-by-cops-in-us-family-requests-mea-to-help-in-bringing-back-mortal-remains/article70068485.ece,International
196,"Why Gen Z is taking to the streets | In the U.S., Bangladesh, Sri Lanka and now, Nepal",Hindu,https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece,International
197,"Canada, Mexico vow closer ties ahead of trade pact review with U.S.",Hindu,https://www.thehindu.com/news/international/canada-mexico-vow-closer-ties-ahead-of-trade-pact-review-with-us/article70068469.ece,International
198,Iran withdraws resolution banning attacks on nuclear sites following U.S. pressure,Hindu,https://www.thehindu.com/news/international/iran-withdraws-resolution-banning-attacks-on-nuclear-sites-following-us-pressure/article70068467.ece,International
199,Trump wraps up U.K. visit with gratitude for his hosts while largely sidestepping tough issues,Hindu,https://www.thehindu.com/news/international/trump-wraps-up-uk-visit-with-gratitude-for-his-hosts-while-largely-sidestepping-tough-issues/article70068456.ece,International
200,Powerful magnitude 7.8 earthquake shakes Russia’s far east Kamchatka region,Hindu,https://www.thehindu.com/news/international/powerful-magnitude-78-earthquake-shakes-russias-far-east-kamchatka-region/article70068445.ece,International
201,"U.S. once again vetoes Security Council resolution demanding immediate Gaza ceasefire, hostage release",Hindu,https://www.thehindu.com/news/international/us-once-again-vetoes-security-council-resolution-demanding-immediate-gaza-ceasefire-hostage-release/article70067377.ece,International
202,"If oil price comes down, Putin will settle and drop out of Ukraine war: Trump",Hindu,https://www.thehindu.com/news/international/if-oil-price-comes-down-putin-will-settle-and-drop-out-of-ukraine-war-trump/article70066704.ece,International
203,Trump says U.S. is trying to ‘get back’ Bagram Air Base in Afghanistan,Hindu,https://www.thehindu.com/news/international/trump-says-us-is-trying-to-get-back-bagram-air-base-in-afghanistan/article70067136.ece,International
204,Ukraine hits Russian oil refinery deep behind front,Hindu,https://www.thehindu.com/news/international/ukraine-hits-russian-oil-refinery-deep-behind-front/article70066937.ece,International
205,Watch: Trump wants Bagram air base back from Taliban,Hindu,https://www.thehindu.com/shorts/watch-trump-wants-bagram-air-base-back-from-taliban/article70067220.ece,International
206,Qatar meets ICC head as it mulls legal action against Israel,Hindu,https://www.thehindu.com/news/international/qatar-meets-icc-head-as-it-mulls-legal-action-against-israel/article70066288.ece,International
207,"In first, Taiwan, U.S. firm to make missile, underwater drone",Hindu,https://www.thehindu.com/news/international/in-first-taiwan-us-firm-to-make-missile-underwater-drone/article70066305.ece,International
208,Cambodian PM accuses Thai forces of evicting civilians on border,Hindu,https://www.thehindu.com/news/international/cambodian-pm-accuses-thai-forces-of-evicting-civilians-on-border/article70066299.ece,International
209,Syria eyes security deals with Israel by end of 2025,Hindu,https://www.thehindu.com/news/international/syria-eyes-security-deals-with-israel-by-end-of-2025/article70066293.ece,International
210,Chabahar operators to face U.S. sanctions from September 29,Hindu,https://www.thehindu.com/news/international/us-to-slap-sanctions-on-chabahar-port-operators-from-september-29/article70066959.ece,International
211,U.K. deports first migrant to France under new deal,Hindu,https://www.thehindu.com/news/international/uk-deports-first-migrant-to-france-reports-say-he-is-indian/article70066245.ece,International
212,Watch: ABC suspends Jimmy Kimmel’s show over Charlie Kirk comments,Hindu,https://www.thehindu.com/shorts/watch-abc-suspends-jimmy-kimmels-show-over-charlie-kirk-comments/article70066486.ece,International
213,"Watch: Pakistan, Saudi Arabia ink defence pact for joint defence against aggression",Hindu,https://www.thehindu.com/shorts/watch-pakistan-saudi-arabia-ink-defence-pact-for-joint-defence-against-aggression/article70066204.ece,International
214,"SEBI clears Adani Group, Gautam Adani of Hindenburg-linked allegations",Hindu,https://www.thehindu.com/news/national/sebi-clears-adani-group-gautam-adani-of-hindenburg-linked-allegations/article70065923.ece,International
215,"Pope Leo talks Trump, sex abuse scandals, LGBTQIA+ welcome, China in his first interview",Hindu,https://www.thehindu.com/news/international/pope-leo-talks-trump-sex-abuse-scandals-lgbtqia-welcome-china-in-his-first-interview/article70065572.ece,International
216,"Trump, Starmer sign tech deal to seal 'unbreakable bond'",Hindu,https://www.thehindu.com/news/international/trump-starmer-sign-tech-deal-to-seal-unbreakable-bond/article70065314.ece,International
217,South Korean investigators seek arrest of leader of Unification Church in probe of ex-first lady,Hindu,https://www.thehindu.com/news/international/south-korean-investigators-seek-arrest-of-leader-of-unification-church-in-probe-of-ex-first-lady/article70064973.ece,International
218,"India’s diverging stance on Qatar vs. Israeli airstrikes in Lebanon, Yemen, Syria, Iran",Hindu,https://www.thehindu.com/news/national/explained-indias-diverging-stance-on-qatar-vs-israeli-airstrikes-in-lebanon-yemen-syria-iran/article70064439.ece,International
219,Watch: T.S. Tirumurti: India should be more proactive when it comes to Russia-Ukraine war,Hindu,https://www.thehindu.com/shorts/watch-ts-tirumurti-india-should-be-more-proactive-when-it-comes-to-russia-ukraine-war/article70064607.ece,International
220,"U.S. immigration Judge orders pro-Palestine activist Mahmoud Khalil’s deportation, his lawyers say separate ruling protects him for now",Hindu,https://www.thehindu.com/news/international/us-immigration-pro-palestine-activist-mahmoud-khalil-deportation-case-trump-green-card/article70064475.ece,International
221,"India studying defence pact between Saudi Arabia, Pakistan; vows to guard its interests",Hindu,https://www.thehindu.com/news/national/india-to-study-saudi-pakistan-defence-pact-mea/article70064371.ece,International
222,New York Times chief executive warns Trump is deploying ‘anti-press playbook': Report,Hindu,https://www.thehindu.com/news/international/new-york-times-ceo-lawsuit-trump-illegal-will-not-be-cowed-down-press-freedom/article70064280.ece,International
223,Antifa: The anti-fascist movement declared as a ‘terrorist organisation’ by Trump,Hindu,https://www.thehindu.com/news/international/antifa-movement-anti-fascist-movement-trump-designates-terrorist-organisation/article70064182.ece,International
224,Dubai's Burj Khalifa dazzles with greetings on PM Modi’s 75th birthday,Hindu,https://www.thehindu.com/news/international/dubais-burj-khalifa-dazzles-with-greetings-on-pm-modis-75th-birthday/article70064077.ece,International
225,"Trump names Afghanistan, India, China, Pakistan among major drug transit, illicit drug producing countries",Hindu,https://www.thehindu.com/news/international/trump-names-afghanistan-india-china-pakistan-among-major-drug-transit-illicit-drug-producing-countries/article70064066.ece,International
226,Trump designates Antifa movement as a ‘major terrorist organisation’,Hindu,https://www.thehindu.com/news/international/trump-designates-antifa-movement-as-a-major-terrorist-organisation/article70064048.ece,International
227,Bangladesh Election Commission bars deposed PM Hasina from voting,Hindu,https://www.thehindu.com/news/international/bangladesh-election-commission-bars-deposed-pm-hasina-from-voting/article70064034.ece,International
228,ABC suspends Jimmy Kimmel's late-night show indefinitely over his remarks about Charlie Kirk's death,Hindu,https://www.thehindu.com/entertainment/abc-suspends-jimmy-kimmels-late-night-show-indefinitely-over-his-remarks-about-charlie-kirks-death/article70064037.ece,International
229,"In Nordic dispute over EU forest targets, echoes of Greece’s crisis",Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/in-nordic-dispute-over-eu-forest-targets-echoes-of-greeces-crisis/article70060707.ece,International
230,Maldives media law sparks concern over press freedom,Hindu,https://www.thehindu.com/news/international/maldives-media-law-sparks-concern-over-press-freedom/article70061315.ece,International
231,"Three police officers shot dead, two wounded in Pennsylvania; suspect killed",Hindu,https://www.thehindu.com/news/international/shooting-of-police-officers-in-pennsylvania/article70063269.ece,International
232,India to start pilot projects in Venezuela,Hindu,https://www.thehindu.com/news/national/india-to-start-pilot-projects-in-venezuela/article70062704.ece,International
233,"Trump, Putin, Netanyahu, other global leaders greet PM Modi on his 75th birthday",Hindu,https://www.thehindu.com/news/international/trump-putin-netanyahu-other-global-leaders-greet-pm-modi-on-his-75th-birthday/article70062386.ece,International
234,U.S. Federal Reserve cuts interest rate by 0.25 points,Hindu,https://www.thehindu.com/news/international/us-federal-reserve-cuts-interest-rate-by-025-points/article70063012.ece,International
235,"Pakistan, Saudi Arabia ink defence pact for joint defence against aggression",Hindu,https://www.thehindu.com/news/international/pakistan-saudi-arabia-ink-defence-pact-for-joint-defence-against-aggression/article70063005.ece,International
236,Human Rights Watch accuses Israel forces of displacing South Syria residents,Hindu,https://www.thehindu.com/news/international/human-rights-watch-accuses-israel-forces-of-displacing-south-syria-residents/article70062226.ece,International
237,Europeans say Iran yet to take necessary actions to stop 'snapback' of UN sanctions,Hindu,https://www.thehindu.com/news/international/europeans-say-iran-yet-to-take-necessary-actions-to-stop-snapback-of-un-sanctions/article70062893.ece,International
238,Suspect in custody after driver rams car into FBI building gate in Pittsburgh,Hindu,https://www.thehindu.com/news/international/suspect-in-custody-after-driver-rams-car-into-fbi-building-gate-in-pittsburgh/article70062865.ece,International
239,Denmark to buy long-range precision weapons to counter Russian threat,Hindu,https://www.thehindu.com/news/international/denmark-to-buy-long-range-precision-weapons-to-counter-russian-threat/article70062844.ece,International
240,"Israeli troops press forward into Gaza City as Palestinians flee, death toll passes 65,000",Hindu,https://www.thehindu.com/news/international/israeli-troops-press-forward-into-gaza-city-as-palestinians-flee-death-toll-passes-65000/article70062805.ece,International
241,EU-India partnership set for upgrade,Hindu,https://www.thehindu.com/news/international/eu-announces-upgrade-to-partnership-with-india-but-warns-of-risks-from-india-russia-trade/article70062158.ece,International
242,Watch: UN chief calls one-state Gaza solution intolerable,Hindu,https://www.thehindu.com/shorts/watch-un-chief-calls-one-state-gaza-solution-intolerable/article70062550.ece,International
243,Watch: Trump delays TikTok ban again – but is it already too late?,Hindu,https://www.thehindu.com/videos/watch-trump-delays-tiktok-ban-again-but-is-it-already-too-late/article70061819.ece,International
244,Alexei Navalny's widow says lab reports show her husband was poisoned,Hindu,https://www.thehindu.com/news/international/alexei-navalnys-widow-says-lab-reports-show-her-husband-was-poisoned/article70061516.ece,International
