S.No,Headline,Source,Link,Category
126,"1,360 members of 445 families shifted from flood-hit villages to care centres in Yadgir",Hindu,https://www.thehindu.com/news/national/karnataka/1360-members-of-445-families-shifted-from-flood-hit-villages-to-care-centres-in-yadgir/article70105699.ece,National
127,"APSSDC, OMCAP offer overseas jobs for homecare nurses in Qatar",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/apssdc-omcap-offer-overseas-jobs-for-homecare-nurses-in-qatar/article70106006.ece,National
128,Gang abducts and robs trio of ₹1.01 cr. in Bengaluru; nabbed within 15 minutes after police were alerted,Hindu,https://www.thehindu.com/news/national/karnataka/trio-abducted-robbed-of-101-cr-in-bengaluru-accused-nabbed-within-15-min-after-police-were-alerted/article70105260.ece,National
129,"Research, innovation, entrepreneurship are thrust areas for Higher Education 2.0, says top NITI Aayog official",Hindu,https://www.thehindu.com/news/national/tamil-nadu/research-innovation-entrepreneurship-are-thrust-areas-for-higher-education-20-says-top-niti-aayog-official/article70105639.ece,National
130,Death toll in Karur stampede rises to 40; Justice Aruna Jagadeesan begins inquiries,Hindu,https://www.thehindu.com/news/national/tamil-nadu/death-toll-in-karur-stampede-rises-to-40-justice-aruna-jagadeesan-begins-inquiries/article70105243.ece,National
131,Two civilians killed in Ladakh protests cremated amid curfew in Leh,Hindu,https://www.thehindu.com/news/national/ladakh/two-civilians-killed-in-ladakh-protests-cremated-amid-curfew-in-leh/article70105886.ece,National
132,Parts of Hyderabad receive light showers on Sunday night,Hindu,https://www.thehindu.com/news/cities/Hyderabad/parts-of-hyderabad-receive-light-showers-on-sunday-night/article70106201.ece,National
133,"HDK cautions against forced acquisition of farmlands in Bidadi, lashes out at Shivakumar",Hindu,https://www.thehindu.com/news/national/karnataka/hdk-cautions-against-forced-acquisition-of-farmlands-in-bidadi-lashes-out-at-shivakumar/article70106051.ece,National
134,Bodoland People’s Front stakes claim to form next Bodoland council,Hindu,https://www.thehindu.com/news/national/assam/bodoland-peoples-front-stakes-claim-to-form-next-bodoland-council/article70105024.ece,National
135,"Punjab should be seen as India’s gateway to Eurasia, says Congress’ Bajwa",Hindu,https://www.thehindu.com/news/national/punjab/punjab-should-be-seen-as-indias-gateway-to-eurasia-says-congress-bajwa/article70105296.ece,National
136,Amberpet STP inaugurated; foundation laid for 39 STPs to treat sewage in ORR laid,Hindu,https://www.thehindu.com/news/national/telangana/amberpet-stp-inaugurated-foundation-laid-for-39-stps-to-treat-sewage-in-orr-laid/article70106040.ece,National
137,Power tariff will come down by 13 paise per unit following APERC order: Energy Minister,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/power-tariff-will-come-down-by-13-paise-per-unit-following-aperc-order-energy-minister/article70106028.ece,National
138,"T-CHIP Semicon Constitution Summit 2025 concludes with MoUs, global roadmap",Hindu,https://www.thehindu.com/news/cities/Hyderabad/t-chip-semicon-constitution-summit-2025-concludes-with-mous-global-roadmap/article70105757.ece,National
139,Survey: Eight assistant teachers suspended in Mysuru,Hindu,https://www.thehindu.com/news/national/karnataka/survey-eight-assistant-teachers-suspended-in-mysuru/article70106101.ece,National
140,"Godavari river continues to be in spate, low-lying areas in Basar inundated",Hindu,https://www.thehindu.com/news/national/telangana/godavari-river-continues-to-be-in-spate-low-lying-areas-in-basar-inundated/article70105921.ece,National
141,"In stampede cases, police must prove ‘gross’ criminal negligence directly endangered human life, according to court verdicts",Hindu,https://www.thehindu.com/news/national/in-stampede-cases-the-police-must-prove-gross-criminal-negligence-directly-endangered-human-life-according-to-court-verdicts/article70105791.ece,National
142,"Incessant rain batters Maharashtra; over 11,500 people shifted to relief camps",Hindu,https://www.thehindu.com/news/national/maharashtra/incessant-rain-batters-maharashtra-over-11500-people-shifted-to-relief-camps/article70105981.ece,National
143,"Ganja, non-duty paid liquor seized during checks",Hindu,https://www.thehindu.com/news/cities/Hyderabad/ganja-non-duty-paid-liquor-seized-during-checks/article70105919.ece,National
144,Search continues for drowned Bhavani devotees,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/search-continues-for-drowned-bhavani-devotees/article70105407.ece,National
145,Woman injured in wild boar attack in Idukki,Hindu,https://www.thehindu.com/news/national/kerala/woman-injured-in-wild-boar-attack-in-idukki/article70106042.ece,National
146,Slots for ‘Neril Subcollector’ project increased,Hindu,https://www.thehindu.com/news/national/kerala/slots-for-neril-subcollector-project-increased/article70106038.ece,National
147,LDF backs NSS leadership that is under fire for endorsing government’s Sabarimala policy,Hindu,https://www.thehindu.com/news/national/kerala/ldf-backs-nss-leadership-that-is-under-fire-for-endorsing-governments-sabarimala-policy/article70105855.ece,National
148,Social media pages of ‘CM with me’  interface launched,Hindu,https://www.thehindu.com/news/national/kerala/social-media-pages-of-cm-with-me-interface-launched/article70105852.ece,National
149,Six anganwadi workers dismissed for not participating in Social and Educational Survey,Hindu,https://www.thehindu.com/news/national/karnataka/six-anganwadi-workers-dismissed-for-not-participating-in-social-and-educational-survey/article70105314.ece,National
150,SFI slams Andhra Pradesh government’s move to hand over 10 medical colleges to private parties under PPP,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/sfi-slams-andhra-pradesh-governments-move-to-hand-over-10-medical-colleges-to-private-parties-under-ppp/article70105817.ece,National
151,Article in Raj Bhavan’s magazine in sharp focus after Kerala CM’s remarks,Hindu,https://www.thehindu.com/news/national/kerala/article-in-raj-bhavans-magazine-in-sharp-focus-after-kerala-cms-remarks/article70105415.ece,National
152,Local bodies set up spaces for women to come together,Hindu,https://www.thehindu.com/news/national/kerala/local-bodies-set-up-spaces-for-women-to-come-together/article70105743.ece,National
153,Devotees chant ‘Govinda... Govinda’ as Lord Malayappa rides the imperial ‘Garuda Vahanam’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/devotees-chant-govinda-govinda-as-lord-malayappa-rides-the-imperial-garuda-vahanam/article70105661.ece,National
154,"Pink Power Run unites 20,000 participants in Hyderabad to champion breast cancer awareness",Hindu,https://www.thehindu.com/news/cities/Hyderabad/pink-power-run-unites-20000-participants-in-hyderabad-to-champion-breast-cancer-awareness/article70105216.ece,National
155,Medicine and pageantry converge as Miss World delegation visits AIG Hospital in Hyderabad,Hindu,https://www.thehindu.com/news/cities/Hyderabad/medicine-and-pageantry-converge-as-miss-world-delegation-visits-aig-hospital-in-hyderabad/article70105240.ece,National
156,Youth hold mega blood donation camp in Anantapur,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/youth-hold-mega-blood-donation-camp-in-anantapur/article70105704.ece,National
157,"Clinic opens in Kondapur, to cater to IT Corridor’s healthcare needs",Hindu,https://www.thehindu.com/news/cities/Hyderabad/clinic-opens-in-kondapur-to-cater-to-it-corridors-healthcare-needs/article70105359.ece,National
158,72.71% candidates allotted seats in CPGET first phase counselling,Hindu,https://www.thehindu.com/news/national/telangana/7271-candidates-allotted-seats-in-cpget-first-phase-counselling/article70105438.ece,National
159,State govt. urged to file SLP in sexual assault case,Hindu,https://www.thehindu.com/news/national/kerala/state-govt-urged-to-file-slp-in-sexual-assault-case/article70105304.ece,National
160,Pilgrim footfalls peak as more than two lakh descend on Tirumala for ‘Garuda Seva’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/pilgrim-footfalls-peak-as-more-than-two-lakh-descend-on-tirumala-for-garuda-seva/article70105352.ece,National
161,Tirupati teems with devotees influx for ‘Garuda Seva’,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/tirupati-teems-with-devotees-influx-for-garuda-seva/article70105809.ece,National
162,Foundation stone laid for tribal varsity compound wall,Hindu,https://www.thehindu.com/news/national/telangana/foundation-for-central-varsity-land-laid/article70105737.ece,National
163,Queer-friendly clinic becomes operational at Ernakulam GH,Hindu,https://www.thehindu.com/news/national/kerala/queer-friendly-clinic-gets-operational-in-ernakulam-general-hospital/article70105545.ece,National
164,Vigilance raids uncover corruption in forest range offices,Hindu,https://www.thehindu.com/news/national/kerala/vigilance-raids-uncover-corruption-in-forest-range-offices/article70105574.ece,National
165,"Cut off and displaced, flood-hit Kalaburagi waits for waters to recede",Hindu,https://www.thehindu.com/news/national/karnataka/cut-off-and-displaced-flood-hit-kalaburagi-waits-for-waters-to-recede/article70105320.ece,National
166,KITE develops online portals to digitise NSS activities,Hindu,https://www.thehindu.com/news/national/kerala/kite-develops-online-portals-to-digitise-nss-activities/article70105744.ece,National
167,Experts identify widespread destruction of Kottooli wetlands,Hindu,https://www.thehindu.com/news/national/kerala/experts-identify-widespread-destruction-of-kottooli-wetlands/article70105705.ece,National
168,GBA bags award for innovative road design,Hindu,https://www.thehindu.com/news/cities/bangalore/gba-bags-award-for-innovative-road-design/article70105172.ece,National
169,"Sabarimala idols sent for gold plating in line with rules, says TDB president",Hindu,https://www.thehindu.com/news/national/kerala/sabarimala-idols-sent-for-gold-plating-in-line-with-rules-says-tdb-president/article70105455.ece,National
170,"Contractors’ body accuses BSWML of harassment, delay in payments; warns of garbage service disruption",Hindu,https://www.thehindu.com/news/cities/bangalore/contractors-body-accuses-bswml-of-harassment-delay-in-payments-warns-of-garbage-service-disruption/article70105211.ece,National
171,NCC unit organises Pampa river cleanup on World Rivers Day,Hindu,https://www.thehindu.com/news/national/kerala/ncc-unit-organises-pampa-river-cleanup-on-world-rivers-day/article70105658.ece,National
172,Karur stampede: A daily-wage worker mourns his baby killed in the tragedy,Hindu,https://www.thehindu.com/news/national/tamil-nadu/karur-stampede-a-daily-wage-worker-mourns-his-baby-killed-in-the-tragedy/article70105338.ece,National
173,Sunidhi lights up Yuva Dasara finale,Hindu,https://www.thehindu.com/news/national/karnataka/sunidhi-lights-up-yuva-dasara-finale/article70105810.ece,National
174,Major operation theatres in PMSSY block likely to be reopened soon,Hindu,https://www.thehindu.com/news/national/kerala/major-operation-theatres-in-pmssy-block-likely-to-be-reopened-soon/article70105742.ece,National
175,"Malarikkal plans to draw more visitors with added attractions, extended timings",Hindu,https://www.thehindu.com/news/national/kerala/malarikkal-plans-to-draw-more-visitors-with-added-attractions-extended-timings/article70105678.ece,National
176,MITS professor gets Stanford University ranking,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/mits-professor-gets-stanford-university-ranking/article70105748.ece,National
177,"Extreme poverty eradication project in final stage, say officials",Hindu,https://www.thehindu.com/news/national/kerala/efforts-to-allot-land-under-extreme-poverty-eradication-programme-in-final-stage/article70105179.ece,National
178,Hearings on disqualification petitions against BRS MLAs from Monday,Hindu,https://www.thehindu.com/news/national/telangana/hearings-on-disqualification-petitions-against-brs-mlas-from-monday/article70105293.ece,National
179,Rare lizard species spotted at Aralam and Kottiyoor sanctuaries,Hindu,https://www.thehindu.com/news/national/kerala/rare-lizard-species-spotted-at-aralam-and-kottiyoor-sanctuaries/article70105458.ece,National
180,Traders have moral responsibility to pass on GST 2.0 benefits: Lanka Dinakar,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/traders-have-moral-responsibility-to-pass-on-gst-20-benefits-lanka-dinakar/article70105710.ece,National
181,Selena Gomez marries music producer Benny Blanco,Hindu,https://www.thehindu.com/entertainment/selena-gomez-marries-music-producer-benny-blanco/article70107493.ece,International
182,Denmark bans civilian drone flights ahead of EU summit,Hindu,https://www.thehindu.com/news/international/denmark-bans-civilian-drone-flights-ahead-of-eu-summit/article70107487.ece,International
183,"Over 7,700 inmates who escaped during Gen Z protests back in Nepal prisons",Hindu,https://www.thehindu.com/news/international/over-7700-inmates-who-escaped-during-gen-z-protests-back-in-nepal-prisons/article70106472.ece,International
184,NATO says beefing up Baltic presence after Denmark drone sightings,Hindu,https://www.thehindu.com/news/international/nato-says-beefing-up-baltic-presence-after-denmark-drone-sightings/article70105819.ece,International
185,New York City Mayor Eric Adams ends his re-election campaign,Hindu,https://www.thehindu.com/news/international/new-york-city-mayor-eric-adams-ends-his-re-election-campaign/article70106440.ece,International
186,Rights group seeks international intervention over killings in Chittagong Hill Tracts,Hindu,https://www.thehindu.com/news/international/rights-group-seeks-international-intervention-over-killings-in-chittagong-hill-tracts/article70106096.ece,International
187,Moldovans cast ballots in a tense election plagued by Russian interference claims,Hindu,https://www.thehindu.com/news/international/moldovans-cast-ballots-in-a-tense-election-plagued-by-russian-interference-claims/article70106363.ece,International
188,Trump hints at ‘something special’ in West Asia talks,Hindu,https://www.thehindu.com/news/international/trump-hints-at-something-special-in-middle-east-talks/article70106382.ece,International
189,Four killed in attack on Michigan Mormon church,Hindu,https://www.thehindu.com/news/international/mormon-church-michigan-shooting-several-dead/article70106292.ece,International
190,U.S. braces for storm expected to hit east coast as Hurricane Imelda in coming days,Hindu,https://www.thehindu.com/news/international/us-braces-for-storm-expected-to-hit-east-coast-as-hurricane-imelda-in-coming-days/article70105453.ece,International
191,Head of Mormon church Russell Nelson dies at 101,Hindu,https://www.thehindu.com/news/international/head-of-mormon-church-russell-nelson-dies-at-101/article70105288.ece,International
192,Israel hails U.N. sanctions on Iran as 'major development',Hindu,https://www.thehindu.com/news/international/israel-on-un-sanctions-on-iran/article70105140.ece,International
193,"Over 66,000 Palestinians killed in Israel-Hamas war, says Gaza’s Health Ministry",Hindu,https://www.thehindu.com/news/international/over-66000-palestinians-killed-in-israel-hamas-war-says-gazas-health-ministry/article70105062.ece,International
194,What to know about Iran's nuclear programme as U.N. reimposes 'snapback' sanctions,Hindu,https://www.thehindu.com/news/international/what-to-know-about-irans-nuclear-programme-as-un-reimposes-snapback-sanctions/article70104829.ece,International
195,At least three killed and eight injured in North Carolina waterfront bar shooting,Hindu,https://www.thehindu.com/news/international/north-carolina-united-states-mass-shooting-september-28-2025/article70105052.ece,International
196,Seychelles to hold rerun presidential election after no outright winner,Hindu,https://www.thehindu.com/news/international/seychelles-to-hold-rerun-presidential-election-after-no-outright-winner/article70104663.ece,International
197,"‘Unjustifiable, legally baseless’: Iran denounces return of UN ‘snapback’ sanctions",Hindu,https://www.thehindu.com/news/international/unjustifiable-legally-baseless-iran-denounces-return-of-un-snapback-sanctions/article70104749.ece,International
198,"Watch: India urges peace in Ukraine & Gaza, reaffirms self-reliance & strategic autonomy: EAM Jaishankar",Hindu,https://www.thehindu.com/shorts/watch-india-urges-peace-in-ukraine-gaza-reaffirms-self-reliance-strategic-autonomy-eam-jaishankar/article70104707.ece,International
199,"Large Russian drone, missile attack on Kyiv kills 4, wounds at least 10",Hindu,https://www.thehindu.com/news/international/russia-launches-major-drone-missile-attack-on-ukraine-still-ongoing/article70104608.ece,International
200,India-U.S. ties not criteria for Delhi-Moscow relations: Russian Foreign Minister Sergey Lavrov,Hindu,https://www.thehindu.com/news/international/india-us-ties-not-criteria-for-india-russia-relations-russian-foreign-minister-sergey-lavrov/article70104580.ece,International
201,Vietnam evacuates thousands and shuts airports as Typhoon Bualoi nears landfall,Hindu,https://www.thehindu.com/news/international/vietnam-to-evacuate-250000-from-coast-ahead-of-typhoon-bualoi/article70104557.ece,International
202,"UN imposes 'snapback' sanctions on a hungrier, poorer and more anxious Iran",Hindu,https://www.thehindu.com/news/international/un-imposes-snapback-sanctions-on-a-hungrier-poorer-and-more-anxious-iran/article70104431.ece,International
203,"India, Pakistan Spar at UN General Assembly over terrorism, Pahalgam attack",Hindu,https://www.thehindu.com/news/national/india-pakistan-spar-at-un-general-assembly-over-terrorism-pahalgam-attack/article70104379.ece,International
204,"Trump says he will send troops to Portland, Oregon, in latest deployment to U.S. cities",Hindu,https://www.thehindu.com/news/international/trump-says-he-will-send-troops-to-portland-oregon-in-latest-deployment-to-us-cities/article70104369.ece,International
205,Trump to meet with top four congressional leaders as government shutdown risk looms,Hindu,https://www.thehindu.com/news/international/trump-to-meet-with-top-four-congressional-leaders-as-government-shutdown-risk-looms/article70104367.ece,International
206,What does Trump’s latest H-1B directive state? | Explained,Hindu,https://www.thehindu.com/news/international/what-does-trumps-latest-h-1b-directive-state-explained/article70103045.ece,International
207,How Israel used Azure to monitor Palestinians | Explained,Hindu,https://www.thehindu.com/news/international/how-israel-used-azure-to-monitor-palestinians-explained/article70103052.ece,International
208,Diella | Virtual minister,Hindu,https://www.thehindu.com/sci-tech/technology/diella-virtual-minister/article70103098.ece,International
209,"UN is gridlocked and needs reform, says Jaishankar at United Nations General Assembly",Hindu,https://www.thehindu.com/news/national/un-is-gridlocked-and-needs-reform-says-jaishankar-at-united-nations-general-assembly/article70103257.ece,International
210,Acetaminophen | Spectacle of blame,Hindu,https://www.thehindu.com/sci-tech/health/acetaminophen-spectacle-of-blame/article70103090.ece,International
211,Moldova bans another pro-Russian party from September 28's vote,Hindu,https://www.thehindu.com/news/international/moldova-bans-another-pro-russian-party-from-september-28s-vote/article70103200.ece,International
212,Russia says seized three villages in east Ukraine,Hindu,https://www.thehindu.com/news/international/russia-says-seized-three-villages-in-east-ukraine/article70103203.ece,International
213,IBSA nations strongly condemn Israeli attacks against Gaza,Hindu,https://www.thehindu.com/news/international/ibsa-nations-strongly-condemn-israeli-attacks-against-gaza/article70102654.ece,International
214,"BRICS nations criticise  protectionism, condemn Israel attacks on Qatar",Hindu,https://www.thehindu.com/news/international/brics-nations-criticise-protectionism-condemn-israel-attacks-on-qatar/article70101943.ece,International
215,US revokes visa for Colombia’s president after he urges American soldiers to disobey Trump,Hindu,https://www.thehindu.com/news/international/us-revokes-visa-for-colombias-president-after-he-urges-american-soldiers-to-disobey-trump/article70102450.ece,International
216,Trump asks Supreme Court to uphold restrictions he wants to impose on birthright citizenship,Hindu,https://www.thehindu.com/news/international/trump-asks-supreme-court-to-uphold-restrictions-he-wants-to-impose-on-birthright-citizenship/article70102246.ece,International
217,"U.N. General Assembly updates: India remains determined to protect its people, secure their interests, says S. Jaishankar",Hindu,https://www.thehindu.com/news/national/un-general-assembly-external-affairs-minister-s-jaishankar-live-updates-september-27-2025/article70101934.ece,International
218,Pakistan says defence pact with Saudi Arabia 'formalised' relationship that was 'transactional',Hindu,https://www.thehindu.com/news/international/pakistan-says-defence-pact-with-saudi-arabia-formalised-relationship-that-was-transactional/article70101805.ece,International
219,Denmark says new drone sightings overnight at military installations,Hindu,https://www.thehindu.com/news/international/denmark-says-new-drone-sightings-overnight-at-military-installations/article70101666.ece,International
220,"Airstrikes, shooting kill at least 44 people in Gaza as Israel ignores demands for ceasefire",Hindu,https://www.thehindu.com/news/international/israel-gaza-palestine-conflict-airstrike-shooting-many-killed-september-27-2025/article70101641.ece,International
221,Seychelles President Ramkalawan seeks second term as people vote in African tourist haven,Hindu,https://www.thehindu.com/news/international/seychelles-president-wavel-ramkalawan-seeks-second-term-as-people-vote-in-african-tourist-haven/article70101496.ece,International
222,‘Unacceptable’: Iran President says U.S. demanded handover of all enriched nuclear material,Hindu,https://www.thehindu.com/news/international/iran-enriched-uranium-us-trump-president-unga-sanctions/article70101540.ece,International
223,U.S. FAA allows Boeing's to certify Max jets for flight 6 years after fatal crashes,Hindu,https://www.thehindu.com/news/international/us-faa-allows-boeings-to-certify-max-jets-for-flight-6-years-after-fatal-crashes/article70101421.ece,International
224,U.S. Democratic Leader Hakeem Jeffries says Trump is marching the country into a Government shutdown,Hindu,https://www.thehindu.com/news/international/democratic-leader-hakeem-jeffries-says-trump-is-marching-the-country-into-a-government-shutdown/article70101439.ece,International
225,James Comey indictment escalates Donald Trump’s campaign to chill opposition,Hindu,https://www.thehindu.com/news/international/james-comey-indictment-escalates-donald-trumps-campaign-to-chill-opposition/article70101409.ece,International
226,Pakistan security forces kill 17 TTP militants in joint operation in Khyber Pakhtunkhwa,Hindu,https://www.thehindu.com/news/international/pakistan-security-forces-ttp-militants-joint-operation-karak-khyber-pakhtunkhwa-september-27-2025/article70101326.ece,International
227,South Korea’s president asks Trump to be ‘peacemaker’ with North Korea,Hindu,https://www.thehindu.com/news/international/south-koreas-president-asks-trump-to-be-peacemaker-with-north-korea/article70101021.ece,International
228,Trump to consider relocating 2026 FIFA World Cup matches out of ‘unsafe’ cities,Hindu,https://www.thehindu.com/news/international/trump-to-consider-relocating-2026-fifa-world-cup-matches-out-of-unsafe-cities/article70101156.ece,International
229,5.6-magnitude earthquake injures seven in northwest China's Gansu province,Hindu,https://www.thehindu.com/news/international/56-magnitude-earthquake-injures-seven-in-northwest-chinas-gansu-province/article70101106.ece,International
230,"Iran recalls Ambassadors from France, Germany and U.K. ahead of U.N. nuclear sanctions",Hindu,https://www.thehindu.com/news/international/iran-recalls-ambassadors-from-france-germany-and-uk-ahead-of-un-nuclear-sanctions/article70101146.ece,International
231,"Iran-backed Hezbollah in Lebanon is beginning to regroup, a year after losing its longtime leader in conflict with Israel",Hindu,https://www.thehindu.com/news/international/hezbollah-hassan-nasarallah-killing-regrouping-israel-lebanon-iran/article70101080.ece,International
232,Watch: Iran calls for a ‘nuclear-weapon-free zone in Middle East’ at the UN,Hindu,https://www.thehindu.com/shorts/watch-iran-calls-for-a-nuclear-weapon-free-zone-in-middle-east-at-the-un/article70101019.ece,International
233,Watch | India at UNGA: Pak military pleaded for ceasefire during Operation Sindoor,Hindu,https://www.thehindu.com/shorts/watch-india-at-unga-pak-military-pleaded-for-ceasefire-during-operation-sindoor/article70100992.ece,International
234,U.S. to revoke Colombia President Petro's visa over 'reckless' actions in New York,Hindu,https://www.thehindu.com/news/international/us-to-revoke-colombia-president-petros-visa-over-reckless-actions-in-new-york/article70100943.ece,International
235,Watch | ‘Least we could do for his love for peace’: Pak PM Sharif on nominating Prez Trump for Nobel Peace prize,Hindu,https://www.thehindu.com/shorts/watch-least-we-could-do-for-his-love-for-peace-pak-pm-sharif-on-nominating-prez-trump-for-nobel-peace-prize/article70100937.ece,International
236,Philippines death toll rises to 11 as storm Bualoi bears down on Vietnam,Hindu,https://www.thehindu.com/news/international/philippines-death-toll-rises-to-11-as-storm-bualoi-bears-down-on-vietnam/article70100905.ece,International
237,"U.S. House Democrats release Epstein schedules showing plans to meet Elon Musk, Peter Thiel",Hindu,https://www.thehindu.com/news/international/us-house-democrats-release-epstein-schedules-showing-plans-to-meet-elon-musk-peter-thiel/article70100857.ece,International
238,King Charles III to make delayed state visit to Vatican 6 months after death of Pope Francis,Hindu,https://www.thehindu.com/news/international/king-charles-iii-to-make-delayed-state-visit-to-vatican-6-months-after-death-of-pope-francis/article70100797.ece,International
239,"Palestine applies for BRICS membership, says envoy; China ready to welcome more ‘like-minded partners’",Hindu,https://www.thehindu.com/news/international/palestine-applies-for-brics-membership-says-envoy-china-ready-to-welcome-more-like-minded-partners/article70100786.ece,International
240,"Pakistani PM Shehbaz Sharif appeals for India talks in UNGA address, hails Trump role in mediation",Hindu,https://www.thehindu.com/news/international/pakistani-pm-appeals-for-india-talks-in-unga-address-hails-trump-role-in-mediation/article70099572.ece,International
241,"Trump says Gaza talks with Middle East countries are intense, will continue",Hindu,https://www.thehindu.com/news/international/trump-says-gaza-talks-with-middle-east-countries-are-intense-will-continue/article70099887.ece,International
242,Iran sanctions look set to return even as nuclear inspections resume,Hindu,https://www.thehindu.com/news/international/iran-sanctions-look-set-to-return-even-as-nuclear-inspections-resume/article70099883.ece,International
243,"In rare rebuke, federal officials discipline ICE officer for shoving woman in New York",Hindu,https://www.thehindu.com/news/international/in-rare-rebuke-federal-officials-discipline-ice-officer-for-shoving-woman-in-new-york/article70099879.ece,International
244,Ukraine says Russia drone incursion part of pressure plan against West,Hindu,https://www.thehindu.com/news/international/ukraine-says-russia-drone-incursion-part-of-pressure-plan-against-west/article70099688.ece,International
245,Federal agents fire chemicals as protesters try to block car at immigration site outside Chicago,Hindu,https://www.thehindu.com/news/international/federal-agents-fire-chemicals-as-protesters-try-to-block-car-at-immigration-site-outside-chicago/article70099873.ece,International
246,"Tehran, Moscow sign $25 billion deal to build nuclear plants in Iran",Hindu,https://www.thehindu.com/news/international/tehran-moscow-sign-25-billion-deal-to-build-nuclear-plants-in-iran/article70098214.ece,International
247,UN Security Council rejects Russia and China's last-ditch effort to delay sanctions on Iran,Hindu,https://www.thehindu.com/news/international/un-security-council-rejects-russia-and-chinas-last-ditch-effort-to-delay-sanctions-on-iran/article70099675.ece,International
248,U.S. rejects WHO non-communicable diseases declaration: Robert F. Kennedy Jr.,Hindu,https://www.thehindu.com/news/international/us-rejects-who-non-communicable-diseases-declaration-robert-f-kennedy-jr/article70098253.ece,International
249,"The turmoil in Kathmandu, the road ahead for Nepal",Hindu,https://www.thehindu.com/opinion/lead/the-turmoil-in-kathmandu-the-road-ahead-for-nepal/article70098948.ece,International
250,Bangladesh calls for urgent action to prevent ‘catastrophic’ Rohingya aid crisis,Hindu,https://www.thehindu.com/news/international/bangladesh-calls-for-urgent-action-to-prevent-catastrophic-rohingya-aid-crisis/article70099564.ece,International
251,U.K. court drops terror case against Kneecap rapper,Hindu,https://www.thehindu.com/news/international/uk-court-drops-terror-case-against-kneecap-rapper/article70098242.ece,International
252,"Watch: Delegates boo Netanyahu, walk out of chamber ahead of UNGA speech",Hindu,https://www.thehindu.com/shorts/watch-delegates-boo-netanyahu-walk-out-of-chamber-ahead-of-unga-speech/article70099332.ece,International
253,Watch: China claims it will cut emissions—here’s what we know,Hindu,https://www.thehindu.com/videos/watch-china-claims-it-will-cut-emissionsheres-what-we-know/article70099159.ece,International
254,"Watch: We hammered Houthis, Hamas, Hezbollah and Assad’s arms: Netanyahu",Hindu,https://www.thehindu.com/shorts/watch-we-hammered-houthis-hamas-hezbollah-and-assads-arms-netanyahu/article70098813.ece,International
255,Netanyahu says Palestinian state would be ‘national suicide’ for Israel,Hindu,https://www.thehindu.com/news/international/netanyahu-denies-gaza-genocide-in-un-address/article70098275.ece,International
256,"Oracle, Silver Lake part of group of investors who will own about 50% of TikTok U.S., source says",Hindu,https://www.thehindu.com/sci-tech/technology/oracle-silver-lake-part-of-group-of-investors-who-will-own-about-50-of-tiktok-us-source-says/article70098050.ece,International
257,U.N. adds 68 companies to blacklist for alleged complicity in rights violations in Israeli settlements,Hindu,https://www.thehindu.com/news/international/un-adds-68-companies-to-blacklist-for-alleged-complicity-in-rights-violations-in-israeli-settlements/article70097907.ece,International
258,UN adds companies to blacklist for alleged complicity in rights violations in Israeli settlements,Hindu,https://www.thehindu.com/news/international/un-adds-companies-to-blacklist-for-alleged-complicity-in-rights-violations-in-israeli-settlements/article70097887.ece,International
259,Entirely baseless: India on NATO chief's claims that Modi asked for Ukraine plan from Putin,Hindu,https://www.thehindu.com/news/national/entirely-baseless-india-on-nato-chiefs-claims-that-modi-asked-for-ukraine-plan-from-putin/article70097680.ece,International
260,Ukraine's military chief says Russia's 2025 offensives have failed,Hindu,https://www.thehindu.com/news/international/ukraines-military-chief-says-russias-2025-offensives-have-failed/article70097562.ece,International
261,Polish climber on skis makes Everest descent in first,Hindu,https://www.thehindu.com/news/international/polish-climber-on-skis-makes-everest-descent-in-first/article70097552.ece,International
262,"‘To deliver hope, solidarity’: Gaza aid flotilla carrying Great Thunberg set to head east from Greece despite Israeli warnings",Hindu,https://www.thehindu.com/news/international/to-deliver-hope-solidarity-gaza-aid-flotilla-carrying-great-thunberg-set-to-head-east-from-greece-despite-israeli-warnings/article70097346.ece,International
263,At least three dead as Tropical Storm Bualoi sweeps through Philippines,Hindu,https://www.thehindu.com/news/international/tropical-storm-bualoi-sweeps-through-philippines-casualities/article70097502.ece,International
264,Turkey's Erdogan hails 'meaningful progress' in his talks with Trump,Hindu,https://www.thehindu.com/news/international/turkeys-erdogan-hails-meaningful-progress-in-his-talks-with-trump/article70097387.ece,International
265,"Interpol busts online romance scams in Africa, 260 suspects arrested",Hindu,https://www.thehindu.com/news/international/interpol-busts-online-romance-scams-in-africa-260-suspects-arrested/article70097126.ece,International
266,11 of family killed in accident in Pakistan's Khyber Pakhtunkhwa,Hindu,https://www.thehindu.com/news/international/11-of-family-killed-in-accident-in-pakistans-khyber-pakhtunkhwa/article70097184.ece,International
